Age_08_04,KM,HP,Quarterly_Tax,Weight,Guarantee_Period,Met_Color,Color,Automatic,CC,Doors,Mfr_Guarantee,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Parking_Assistant,Tow_Bar,Id,Price
56,19313,97,69,1025,3,0,Grey,0,1400,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,599,10500
50,17619,110,69,1030,3,0,Green,0,1600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,10450
51,17069,97,69,1025,3,1,Green,0,1400,3,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,601,10600
50,10210,97,85,1065,3,0,Grey,0,1400,5,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,603,12950
47,5309,110,85,1070,3,1,Green,1,1600,3,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,604,11250
52,31000,97,69,1025,3,0,Grey,0,1300,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,606,8950
58,205000,72,185,1100,3,1,Silver,0,1300,4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,607,6950
68,204250,72,185,1115,3,0,Black,0,1300,3,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,608,7900
59,190900,72,185,1115,3,1,Grey,0,1300,3,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,610,7500
62,183500,72,185,1140,3,1,Silver,0,1300,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,611,7500
65,176184,72,185,1115,3,1,Grey,0,1300,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,612,6900
67,155500,110,69,1050,6,1,Violet,0,1600,5,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,615,7950
64,154462,72,185,1135,3,1,Green,0,1300,5,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,617,7950
64,150585,110,85,1065,3,1,Blue,0,1600,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,618,8250
67,149000,90,64,1135,3,1,Blue,0,1300,5,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,619,6250
62,147636,72,185,1135,3,0,White,0,1300,5,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,620,9500
59,144521,72,64,1135,3,1,Grey,0,1300,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,621,6900
68,140000,110,85,1085,3,1,Black,0,1600,5,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,624,8950
59,137050,110,197,1078,3,1,Red,0,1600,3,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,626,8950
61,136956,110,85,1065,3,0,Red,0,1600,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,627,8750
67,135337,110,197,1120,3,1,Red,0,1600,5,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,628,7950
64,133769,72,185,1120,3,1,Green,0,1300,3,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,629,8950
58,133405,72,185,1135,3,1,Blue,0,1300,5,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,630,8950
65,132807,72,185,1135,3,1,Green,0,1300,5,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,631,8950
64,132393,72,185,1135,3,0,Red,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,632,7950
67,127000,72,185,1135,3,1,Red,0,1300,5,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,635,8950
67,126800,72,185,1135,3,0,Black,0,1300,5,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,636,9800
66,126452,110,85,1085,3,1,Green,0,1600,5,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,637,9450
62,125175,116,185,1150,3,0,Red,0,1300,5,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,638,8950
68,125000,72,185,1115,3,1,Green,0,1300,3,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,639,8750
61,123000,72,185,1135,3,0,Blue,0,1300,5,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,640,10500
59,121626,86,69,1050,3,0,Red,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,641,7995
64,120400,110,85,1090,3,0,Black,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,642,10450
68,119541,110,85,1055,3,0,Red,0,1600,3,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,644,9950
68,119289,110,69,1035,3,1,Silver,0,1600,4,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,646,7950
64,118000,72,185,1150,3,1,Grey,0,1300,5,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,648,9950
65,117609,86,69,1015,3,0,Silver,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,650,7250
68,117000,72,185,1115,3,0,Silver,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,651,6950
64,116000,86,69,1045,3,0,Black,0,1300,5,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,652,8000
58,115715,110,85,1070,3,0,Blue,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,653,9950
68,115071,110,85,1055,3,1,Black,0,1600,3,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,655,7950
64,114846,110,85,1075,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,657,9950
65,114383,90,64,1260,3,0,White,0,1300,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,658,6950
59,113700,110,19,1065,12,1,Green,0,1600,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,659,8250
67,113118,86,69,1020,3,1,Black,0,1300,3,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,660,9950
59,112827,86,69,1040,3,1,Blue,0,1300,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,661,8250
68,112116,110,85,1070,3,1,Green,0,1600,5,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,662,9950
66,112000,110,85,1065,3,1,Black,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,663,10500
62,112000,72,64,1135,3,0,Grey,0,1300,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,664,7950
65,111769,110,85,1065,3,0,Red,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,665,9750
61,110853,110,85,1070,3,1,Grey,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,666,9250
68,110287,110,69,1050,3,1,Black,0,1600,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,667,9500
63,109230,110,69,1050,3,0,Grey,0,1600,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,669,7750
64,106784,110,19,1050,12,0,Blue,1,1600,3,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,672,9750
58,105942,86,69,1040,3,0,Red,0,1300,5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,673,9750
59,105000,86,19,1015,3,1,Silver,0,1300,3,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,674,5950
68,104299,110,85,1085,3,1,Grey,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,676,8495
68,104000,86,19,1015,6,1,Green,0,1300,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,678,6900
63,102807,86,85,1055,3,0,Black,0,1300,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,681,9250
68,102494,110,85,1090,3,0,Red,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,682,9895
61,102106,110,69,1050,3,0,Blue,0,1600,3,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,684,7950
68,101889,110,85,1075,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,685,8750
57,101791,72,185,1115,3,0,Green,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,686,8250
68,101001,110,85,1075,3,0,Red,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,688,8950
61,100748,110,85,1070,3,0,Red,0,1600,5,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,689,8950
65,100550,110,85,1075,3,1,Red,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,690,8950
67,99781,110,85,1085,3,1,Grey,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,691,9450
59,98658,86,69,1020,3,1,Silver,0,1300,3,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,692,8950
65,98500,110,85,1075,3,1,Grey,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,693,9250
61,97648,110,85,1065,3,1,Beige,0,1600,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,695,9950
61,97425,110,85,1075,3,1,Black,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,696,9950
66,97046,86,69,1000,3,1,Grey,0,1300,4,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,698,8950
60,96000,72,185,1100,3,0,Red,0,1300,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,700,12250
61,95147,110,85,1050,6,1,Silver,0,1600,3,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,702,10250
68,95000,110,69,1050,3,0,Red,0,1600,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,703,8950
66,94606,110,85,1065,6,0,Black,0,1600,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,705,9900
63,94504,86,69,1000,3,1,Red,0,1300,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,706,8250
65,93428,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,707,10500
65,93408,86,69,1015,3,0,Blue,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,708,8450
62,93098,110,85,1075,3,1,Red,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,710,10500
67,92922,72,185,1100,3,1,Green,0,1300,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,711,8500
65,92226,110,85,1065,3,0,Red,0,1600,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,713,9450
65,91246,86,69,1015,3,1,Silver,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,716,8750
68,90727,110,69,1050,3,0,Red,0,1600,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,718,8450
62,90000,110,69,1050,3,0,Red,0,1600,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,719,8490
60,89576,110,69,1035,12,0,Red,0,1600,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,720,8750
64,89145,86,69,1025,3,1,Blue,0,1300,3,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,721,9750
68,88807,110,69,1050,3,0,Red,0,1600,3,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,723,8500
63,88685,110,85,1070,3,0,Grey,0,1600,5,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,724,8450
57,88480,110,69,1050,3,1,Green,0,1600,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,726,8750
62,88000,86,69,1020,3,0,Blue,0,1300,3,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,728,6900
65,87821,86,69,1015,3,1,Grey,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,729,8150
59,86871,86,69,1040,3,1,Black,0,1300,5,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,732,9500
68,86714,110,69,1035,3,1,Silver,0,1600,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,733,8950
65,85889,110,85,1065,12,0,Red,0,1600,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,734,11500
60,85000,86,69,1025,3,1,Black,0,1300,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,736,10500
68,84976,110,69,1035,3,1,Silver,0,1600,4,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,737,9250
65,84558,110,19,1120,12,1,Silver,0,1600,5,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,738,10950
68,84482,110,85,1075,3,1,Grey,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,740,9250
62,83908,110,85,1070,3,1,Grey,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,741,8750
68,83000,107,85,1100,3,1,Grey,1,1600,5,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,743,9800
62,82421,110,85,1065,3,1,Black,0,1600,3,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,745,10450
58,82254,110,69,1050,12,0,Red,0,1600,5,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,746,9750
61,82115,110,85,1055,3,1,Red,0,1600,3,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,747,8950
65,82000,86,69,1015,3,1,Blue,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,748,7450
68,81965,86,69,1035,3,1,Black,0,1300,5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,749,8450
65,81192,110,85,1065,3,1,Black,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,751,10950
61,81170,110,69,1040,3,1,Silver,0,1600,4,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,752,8950
66,81083,86,69,1015,3,0,Red,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,753,8750
61,80714,110,85,1075,12,1,Black,0,1600,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,754,10450
57,80470,110,85,1085,3,0,Red,0,1600,5,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,755,10950
65,80439,110,69,1035,3,1,Green,0,1600,4,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,756,8450
68,80426,110,85,1055,3,1,Green,0,1600,3,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,758,9950
62,80265,86,69,1015,3,0,Red,0,1300,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,759,8750
65,80153,110,85,1070,3,0,Green,0,1600,5,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,760,9950
68,80121,110,85,1070,3,0,Red,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,761,9500
62,80000,110,85,1075,3,0,Grey,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,763,10950
60,80000,86,19,1015,3,0,Green,0,1300,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,764,7950
67,79858,110,69,1040,3,1,Green,0,1600,4,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,766,9895
67,79762,86,69,1015,3,1,Grey,0,1300,3,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,767,9130
59,79660,86,85,1065,3,0,Green,1,1300,5,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,768,10950
60,79150,110,85,1075,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,769,10500
61,79000,110,69,1050,3,1,Green,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,770,8900
57,78955,86,69,1045,3,1,Silver,0,1300,5,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,771,9500
68,78521,86,69,1015,3,0,Green,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,773,7950
64,78356,86,69,1015,3,1,Silver,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,774,7950
65,78076,86,69,1015,3,1,Grey,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,775,7950
67,77821,110,85,1075,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,777,10950
65,77500,110,69,1050,3,1,Blue,0,1600,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,779,9750
63,77457,110,85,1055,3,1,Black,0,1600,3,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,780,9450
68,77029,86,69,1015,3,1,Black,0,1300,3,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,781,8950
66,76791,110,85,1070,3,1,Grey,0,1600,5,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,783,8900
61,76700,86,69,1035,3,1,Red,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,784,9950
59,76162,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,786,8950
67,75429,110,85,1065,3,1,Black,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,790,9950
65,75000,86,19,1015,3,0,Black,0,1300,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,792,8950
62,75000,110,85,1070,3,1,Blue,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,793,8950
68,74889,86,69,1015,3,1,Black,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,795,7950
68,74875,110,85,1070,3,0,Red,0,1600,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,796,7750
63,74747,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,797,8950
62,74457,110,85,1075,3,0,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,799,8950
60,74337,86,69,1035,3,0,Blue,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,800,11950
64,74193,110,69,1050,12,0,Silver,0,1600,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,802,9950
65,74179,110,69,1050,3,1,Red,0,1600,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,803,8250
67,73936,86,69,1050,3,1,Green,0,1300,5,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,804,8995
64,73500,110,69,1050,3,1,Blue,0,1600,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,806,9250
64,73300,86,69,1015,3,1,Blue,0,1300,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,808,8900
58,73172,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,809,9500
58,72928,110,85,1075,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,810,9950
63,72522,110,69,1050,3,1,Green,0,1600,3,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,812,8250
64,72000,86,69,1015,3,1,Green,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,813,9450
57,72000,86,69,1015,3,0,Red,0,1300,3,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,814,7950
65,71317,110,69,1050,3,0,Blue,0,1600,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,816,8950
62,71000,110,85,1070,12,0,Black,0,1600,5,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,817,10950
58,70560,110,69,1050,3,1,Blue,0,1600,3,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,820,8000
62,70500,110,69,1035,12,1,Blue,0,1600,5,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,822,8950
60,70453,72,185,1135,3,0,Red,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,823,10900
59,70218,110,69,1050,3,1,Green,0,1600,3,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,824,9450
64,70116,110,69,1035,3,1,Red,0,1600,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,825,8450
65,70068,110,85,1075,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,826,9500
68,70000,86,69,1015,3,1,Blue,0,1300,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,828,6950
68,69103,110,69,1035,3,0,Red,0,1600,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,829,9750
68,68865,110,85,1065,3,1,Black,0,1600,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,832,9950
58,68723,86,69,1025,3,0,Red,0,1300,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,833,9250
63,68238,86,69,1050,3,0,Red,0,1300,5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,835,9900
63,68153,110,85,1085,3,1,Black,0,1600,5,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,836,10995
65,68000,110,85,1075,6,0,Red,0,1600,5,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,837,10500
67,67762,110,85,1065,3,1,Black,0,1600,3,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,839,9750
68,67146,110,85,1075,3,1,Silver,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,840,10950
67,67110,86,69,1035,3,1,Grey,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,841,9750
59,67010,110,85,1065,3,1,Blue,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,842,9950
65,67003,110,69,1035,3,1,Red,0,1600,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,843,10500
68,66550,86,69,1010,3,0,Red,0,1300,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,845,8800
62,66082,110,85,1070,3,0,Green,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,847,9250
61,66000,110,69,1050,3,0,Red,0,1600,3,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,849,9950
63,65896,110,85,1065,3,1,Red,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,850,10750
67,65785,110,85,1075,3,1,Grey,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,851,10950
65,65513,110,85,1070,3,1,Grey,1,1600,4,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,852,9950
59,65463,110,85,1070,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,853,9950
68,65400,86,69,1000,3,1,Blue,0,1300,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,854,8100
60,65259,110,69,1050,3,1,Silver,0,1600,3,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,855,9250
64,65000,110,69,1050,3,1,Blue,0,1600,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,856,7800
68,65000,110,85,1070,3,0,Red,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,857,9000
57,65000,110,69,1035,3,0,Red,0,1600,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,858,8950
62,64966,86,69,1020,3,0,Grey,0,1300,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,859,8950
68,64950,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,860,9950
65,64772,110,69,1050,3,1,Grey,0,1600,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,863,8750
63,64690,86,69,1020,3,0,Red,0,1300,3,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,864,9750
65,64630,110,85,1070,6,0,Silver,0,1600,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,865,10950
67,64613,110,85,1085,3,1,Red,0,1600,5,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,866,9750
60,64383,86,69,1015,3,0,Red,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,867,8200
66,63881,86,69,1015,3,0,Grey,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,869,9500
58,63870,72,185,1135,3,0,Grey,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,870,10950
66,63328,86,85,1065,3,0,Red,1,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,871,9750
61,63000,86,69,1050,3,0,Green,1,1300,3,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,873,10450
65,62396,110,69,1050,3,0,White,0,1600,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,874,9850
62,62377,110,85,1075,3,1,Grey,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,875,9450
65,62225,110,69,1050,12,1,Green,0,1600,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,878,8950
68,62222,110,85,1075,3,0,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,879,9900
58,62024,110,85,1075,3,1,Black,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,881,9950
62,61930,110,69,1035,3,1,Red,0,1600,4,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,883,9950
57,61682,110,69,1050,3,0,Blue,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,884,10950
68,61568,110,69,1035,3,1,Silver,0,1600,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,885,9795
65,61384,110,69,1050,12,1,Black,0,1600,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,887,8250
58,61343,110,85,1075,3,1,Grey,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,888,9950
59,61166,110,69,1050,3,1,Red,0,1600,3,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,890,10500
62,61149,86,69,1040,3,1,Black,0,1300,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,891,9750
61,61144,110,85,1090,3,1,Silver,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,892,11250
59,61127,110,69,1050,3,1,Grey,0,1600,3,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,893,8900
60,61100,86,69,1015,3,1,Blue,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,894,7950
68,61100,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,895,11500
